qid,chapter,correct,question_text,score_length(機械),score_qualifier(機械),score_keyword(機械),score_surface(Claude),score_knowledge(Claude),合計スコア,判定区分,Claude判定理由,選択肢A,選択肢B,選択肢C,選択肢D,正解文字数,不正解平均文字数
Q3-041,第3章,A,個人情報保護法における「利用目的の特定」の原則に関する説明として、最も適切なものはどれか。,1,5,0,4,3,13,注意,「いかなる場合も」「のみ」「任意」断定誘導,個人情報の利用目的は、できる限り特定しなければならない,一度特定した利用目的は、いかなる場合も変更することができない,利用目的の特定は、要配慮個人情報にのみ適用される義務である,利用目的は社内で決定すればよく、本人への通知は任意である,27,29
Q3-042,第3章,B,病院の医療情報システムにおけるアクセス制御の実装例として、最も適切なものはどれか。,4,0,0,5,4,13,注意,ロール設定が原則、多数権限・全員アクセス・共通PWは明白に逆,緊急時に備えて、管理者権限を多数の職員に付与しておく,業務上必要な範囲でのみアクセス権限を付与し、職種や担当に応じたロール設定を行う,すべての医療従事者が全患者の診療記録にアクセスできるよう設定する,パスワードは覚えやすさを優先し、部署で共通のものを使用する,39,29
Q3-043,第3章,C,医療機関が保有する診療データを院内での研究目的で二次利用する場合、仮名加工情報として取り扱うことの利点として、適切でないものはどれか。,3,0,0,3,2,8,注意,仮名加工で第三者提供自由化は誤り、知識依存,利用目的の変更が可能となり、当初想定していなかった研究テーマにも活用できる,漏えい等が発生した場合の個人情報保護委員会への報告義務が免除される,第三者提供が自由に行えるようになり、他の研究機関とのデータ共有が容易になる,本人からの開示請求等への対応義務が適用除外となる,37,31
Q3-044,第3章,D,医療情報の取り扱いに関する「3省2ガイドライン」において、医療機関等が遵守すべきガイドラインの発行元として、正しいものはどれか。,3,0,0,1,0,4,良問,3省2ガイドラインの純粋な発行元知識,文部科学省,総務省,経済産業省,厚生労働省,5,4
Q3-045,第3章,D,医療機関のサイバーセキュリティ対策において、「多層防御」の考え方として最も適切なものはどれか。,3,3,0,5,4,15,要改善,多層防御=複数組み合わせは名称から自明、他は「1つに集中」「対応のみ」,最も強固な1つの防御策に集中して投資し、それが破られなければ安全が保たれる,外部からの攻撃のみを想定し、ファイアウォールの強化に特化する,セキュリティ対策はコストがかかるため、被害発生後の対応に重点を置く,複数の異なるセキュリティ対策を組み合わせ、1つの対策が突破されても他の対策で防御する,42,33
Q3-046,第3章,C,医療機関において、要配慮個人情報の取得が本人の同意なく認められる場合として、最も適切なものはどれか。,5,1,2,4,3,15,要改善,緊急時のみ同意不要、経営・マーケ・研究は同意必要,医療機関の経営効率化のためにデータを活用する場合,マーケティング目的で患者の健康状態を分析する場合,患者が意識不明で同意できない緊急時に、生命保護のため必要な医療情報を取得する場合,研究機関から依頼があり、学術研究に協力する場合,40,24
Q3-047,第3章,B,「医療情報システムの安全管理に関するガイドライン第6.0版」の構成として、正しいものはどれか。,5,3,0,2,1,11,注意,ガイドライン構成、Q3-022と同種,基礎編、応用編、実践編の3編構成である,概説編、経営管理編、企画管理編、システム運用編の4編構成である,本編のみの単一構成である,技術編と法律編の2編構成である,31,15
Q3-048,第3章,A,医療機関が患者の個人データを第三者に提供する場面において、本人同意が不要となる「オプトアウト」による提供が認められないものはどれか。,4,0,0,3,2,9,注意,要配慮=オプトアウト不可、他は要配慮でない一般情報,診療記録に含まれる病歴情報,患者のメールアドレス,患者の氏名と電話番号,患者の住所情報,13,9
Q3-049,第3章,B,医療データから匿名加工情報を作成する際の加工方法として、適切でないものはどれか。,0,0,0,4,3,7,良問,希少疾患はそのままだと特定可能、他は適切な匿名化,住所を都道府県レベルに一般化する,希少疾患の病名をそのまま残す,患者の氏名を削除する,生年月日を年代（10歳刻み）に変換する,14,15
Q3-050,第3章,A,医療従事者が生成AIに患者情報を入力する際に最も注意すべき点として、適切なものはどれか。,4,3,0,5,4,16,要改善,「完全秘匿」「有料OK」「医療AI安全」断定誘導,入力データが外部サーバーに送信されることを認識し、個人を特定できる情報の入力を避ける,生成AIへの入力内容は完全に秘匿されるため、特に注意は不要である,有料版を使用すれば患者の実名を入力しても問題ない,医療専門の生成AIであれば、どのような患者情報も安全に入力できる,42,29
Q3-051,第3章,D,電子カルテに蓄積された診療データを生成AIで分析し、診療支援に活用する際の課題として、最も重要度が高いものはどれか。,1,3,0,3,2,9,注意,個人情報保護が最重要、他も妥当だが優先度判断,生成AIの出力が常に最新の医学知見に基づいているとは限らないこと,電子カルテのユーザーインターフェースが生成AIに対応していないこと,電子カルテのデータ形式が病院ごとに異なり、標準化されていないこと,患者データの外部送信に伴う個人情報保護とセキュリティの確保,29,32
Q3-052,第3章,A,医療機関がクラウドサービスを利用する際の「責任分界」に関する説明として、最も適切なものはどれか。,3,5,0,4,3,15,要改善,明確に定めるが原則、「全責任」「不要」断定誘導,医療機関とクラウド事業者の間で、それぞれが責任を負う範囲を明確に定める必要がある,クラウド事業者が全ての責任を負うため、医療機関は責任を負わない,医療機関が全ての責任を負うため、クラウド事業者との契約内容は重要ではない,責任分界は法律で一律に定められており、個別の契約は不要である,40,32
Q3-053,第3章,D,個人情報保護法において、個人データの漏えい等が発生した場合に個人情報保護委員会への報告が義務付けられる事態として、該当しないものはどれか。,5,1,0,3,2,11,注意,報告該当しない=社内別部署、知識依存,要配慮個人情報が漏えいした場合,財産的被害が生じるおそれがある個人データが漏えいした場合,不正アクセスにより個人データが漏えいした場合,社内でのみ閲覧可能な従業員名簿が誤って社内の別部署に送信された場合,33,22
Q3-054,第3章,D,医療機関の受付で、患者から「自分の診療記録を見せてほしい」と請求があった場合の対応として、最も適切なものはどれか。,3,0,0,4,3,10,注意,開示原則OK、「認められない」「弁護士必要」断定誘導,診療記録は医療機関の所有物であるため、患者への開示は認められない,医師の判断で開示の可否を決めるため、医師に相談するよう伝える,開示請求には弁護士を通す必要があると説明する,所定の手続きに従い、原則として患者本人に対して保有個人データを開示する,35,28
Q3-055,第3章,B,日本の医療機関が海外のクラウドサービスを利用して患者データを保管する場合、個人情報保護の観点から最も重要な確認事項はどれか。,0,0,1,5,4,10,注意,法制度整合性が本質、利用者数・料金・UIは無関係,クラウドサービスの利用者数が十分に多いかどうか,サーバー設置国の個人情報保護制度と、日本の法制度との整合性,クラウドサービスの利用料金が適正かどうか,クラウドサービスのユーザーインターフェースが日本語に対応しているか,29,25
Q3-056,第3章,D,医療情報システムにおける「認証」と「認可」の違いとして、最も適切なものはどれか。,4,0,0,2,1,7,良問,認証/認可の純粋な用語定義,認可は利用者の身元を確認すること、認証はその利用者にどの操作を許可するかを決めること,認証は管理者が行い、認可は一般ユーザーが行う手続きである,認証と認可は同じ意味であり、区別する必要はない,認証は利用者の身元を確認すること、認可はその利用者にどの操作を許可するかを決めること,42,31
Q3-057,第3章,A,医療機関でランサムウェア攻撃を受け、電子カルテシステムが使用不能になった場合の対応として、最も適切なものはどれか。,3,0,0,5,4,12,注意,隔離+復旧が原則、身代金・使い続け・隠蔽は明白に論外,感染拡大を防ぐためネットワークから隔離し、バックアップからの復旧を試みる,身代金を支払えばデータが復旧するため、速やかに支払いに応じる,業務を継続するため、感染した端末をそのまま使い続ける,セキュリティ事故は外部に知られると信用を失うため、公表せずに対処する,36,30
Q3-058,第3章,A,医療機関から他の医療機関への患者の診療情報提供について、第三者提供の同意が不要となる場合として、最も適切なものはどれか。,4,0,0,4,3,11,注意,患者希望の紹介状は同意済み、他は商業/学会で同意必要,患者の希望により紹介状を発行して別の医療機関に情報提供する場合,医療機関の研究実績を示すため学会で症例発表を行う場合,保険会社からの照会に応じて患者情報を提供する場合,製薬会社からの依頼で患者情報を提供する場合,31,24
Q3-059,第3章,D,仮名加工情報と匿名加工情報の違いに関する説明として、最も適切なものはどれか。,2,3,0,3,2,10,注意,仮名=院内/匿名=第三者の知識、不正解は混同,両者に法的な違いはなく、どちらを作成しても同じ効果が得られる,仮名加工情報と匿名加工情報は、いずれも第三者提供が自由に認められている,匿名加工情報は院内利用のみ認められ、仮名加工情報は第三者提供が可能である,仮名加工情報は院内での利用に適しており、匿名加工情報は第三者提供が可能である,38,34
Q3-060,第3章,B,医療機関が新規にAI搭載の診療支援システムを導入する際、3省2ガイドラインに基づいて確認すべき事項として、最も重要度が高いものはどれか。,5,0,0,4,3,12,注意,セキュリティ+体制が本質、UI・費用・規模は副次的,システムのユーザーインターフェースのデザイン性,システム事業者が適切なセキュリティ対策と管理体制を備えているか,システムの導入費用と年間保守費用の妥当性,システムベンダーの従業員数と企業規模,31,20
Q4-001,第4章,B,AIを搭載した医療機器が「医薬品、医療機器等の品質、有効性及び安全性の確保等に関する法律（薬機法）」の規制対象となるのは、どのような場合か。,5,0,1,4,3,13,注意,医療機器目的が薬機法該当の本質、他は副次的属性,AIの開発に医療専門家が関与した場合,診断や治療の支援など、医療機器としての目的で使用される場合,AIの学習に医療データを使用した場合,医療従事者がAIを使用する場合,29,17
Q4-002,第4章,A,「AI事業者ガイドライン」の発行元として、正しいものはどれか。,5,0,0,1,0,6,良問,AI事業者ガイドライン発行元の純粋知識,経済産業省・総務省,デジタル庁,厚生労働省,文部科学省,9,5
Q4-003,第4章,D,「保健医療分野AI開発加速コンソーシアム」が取りまとめた議論の整理（HAIPガイドライン）の目的として、最も適切なものはどれか。,5,3,1,4,3,16,要改善,「大企業限定」「制限」「簡略化」断定誘導,AI開発を大企業のみに限定すること,外国製AIの日本市場への参入を制限すること,AI医療機器の薬事承認プロセスを簡略化すること,保健医療分野におけるAI開発・利活用の促進と、安全性・信頼性の確保を両立すること,40,20
Q4-004,第4章,A,医療機器のクラス分類において、AIを搭載した画像診断支援ソフトウェアが該当する可能性が高いクラスはどれか。,0,0,0,1,0,1,良問,医療機器クラス分類の純粋知識,クラスII（管理医療機器）,クラスI（一般医療機器）,クラスIII（高度管理医療機器）,医療機器には該当しない,13,13
Q4-005,第4章,D,「SaMD」の正式名称と意味として、正しいものはどれか。,3,0,0,1,0,4,良問,SaMD略語の純粋知識,System and Medical Database：システムと医療データベース,Standard of Medical Diagnosis：医療診断の基準,Safety and Medical Design：安全性と医療設計,Software as a Medical Device：医療機器としてのソフトウェア,43,37
Q4-006,第4章,D,AI事業者ガイドラインにおいて定義されている「AI利用者」として、最も適切なものはどれか。,3,0,0,3,2,8,注意,AI利用者の用語知識、業務活用が名称と整合,AIシステムを開発する技術者,AIの学習データを提供する研究機関,AIシステムを他者に提供するサービス事業者,AIシステムを業務等に活用する事業者や個人,21,17
Q4-007,第4章,A,AIによる診断支援と医師法の関係について、最も適切な説明はどれか。,4,0,0,5,4,13,注意,医師最終判断は医療常識、他は明白に医師法違反,AIの診断結果を参考にしつつ、最終的な診断は医師が責任を持って行う必要がある,AIが高い精度で診断を行えば、医師の確認なしに診断結果を患者に伝えてよい,AIによる診断は医師法の適用外であり、法的規制を受けない,AIが診断を行う場合、医師の存在は不要となる,38,29
Q4-008,第4章,A,医療機器としてのAI製品の承認審査を行う日本の機関として、正しいものはどれか。,5,3,1,2,1,12,注意,PMDAの純粋知識、「のみ」は誘導気味,独立行政法人医薬品医療機器総合機構（PMDA）,日本医師会,厚生労働省のみ,経済産業省,23,6
Q4-009,第4章,A,2020年の薬機法改正で導入された「変更計画（IDATEN）」の目的として、最も適切なものはどれか。,4,3,0,3,2,12,注意,IDATEN目的、「制限」「禁止」「不要」断定誘導,AI医療機器の性能向上に伴う変更手続きを迅速化すること,外国製AI医療機器の輸入を制限すること,AI医療機器の開発を禁止すること,すべてのAI医療機器の承認を不要にすること,27,19
Q4-010,第4章,A,AI事業者ガイドラインで求められる「透明性」の確保の例として、最も適切なものはどれか。,5,3,0,4,3,15,要改善,透明性=判断の理解、他はコスト・氏名・全公開で過剰,AIの判断根拠や限界について、利用者が理解できる形で説明すること,AIの開発コストを公開すること,AIの開発に関わった従業員名を公開すること,AIのアルゴリズムをすべて一般公開すること,32,19
Q4-011,第4章,D,HAIPガイドラインで示されている「AIの品質管理」において、特に重要とされる観点として、適切でないものはどれか。,2,1,0,5,4,12,注意,「100%正確の保証」は明らかに不可能,学習データの品質確保と偏りの排除,AIシステムの更新・改善プロセスの管理,AIの判断精度の継続的なモニタリング,AIの判断が100%正確であることの保証,20,18
Q4-012,第4章,D,医療AIを用いた臨床研究を実施する際に遵守すべき法令として、最も関連性が高いものはどれか。,2,0,1,2,1,6,良問,臨床研究法の純粋知識、不正解は別法律,不正競争防止法,製造物責任法（PL法）,消費者契約法,臨床研究法,5,8
Q4-013,第4章,C,薬機法における医療機器プログラムの定義として、最も適切なものはどれか。,3,3,1,4,3,14,注意,目的性が本質、「すべて」「有料」「医療従事者」断定誘導,医療機関で使用されるすべてのソフトウェア,有料で販売されるプログラム,医療機器としての目的性を有するプログラム,医療従事者が開発したプログラム,20,16
Q4-014,第4章,B,医療機器の品質マネジメントシステムに関する国際規格として、正しいものはどれか。,1,0,0,1,0,2,良問,ISO 13485の純粋規格知識,ISO 9001,ISO 13485,ISO 27001,ISO 14001,9,9
Q4-015,第4章,D,AI診断支援システムを導入した医療機関の広告について、医療広告ガイドラインに照らして適切でないものはどれか。,3,1,0,5,4,13,注意,「100%精度」は明白な誇大広告,AIによる診断支援を行っていることを事実として記載する,承認を受けた医療機器を使用していることを記載する,AIシステムの製品名を記載する,「AI診断により100%の精度で疾患を発見」と表示する,27,22
Q4-016,第4章,D,AI医療機器の市販後安全対策として、最も重要な取り組みはどれか。,0,0,0,5,4,9,注意,不具合収集が市販後対策、他はマーケ的で無関係,販売価格を一定に維持すること,競合製品との性能比較を公表すること,製品パッケージのデザインを定期的に変更すること,不具合情報の収集・分析と必要な改善措置の実施,22,18
Q4-017,第4章,D,AI事業者ガイドラインで示されている「人間中心のAI」の考え方として、最も適切なものはどれか。,4,5,0,4,3,16,要改善,人間中心=人間最終判断は名称と整合,AIが全ての意思決定を行い、人間は結果を受け入れるだけでよい,AIの開発は人間が行うが、運用は完全に自動化される,AIの利用を特定の専門家に限定する,AIは人間の能力を補完・拡張するものであり、最終的な判断は人間が行う,34,24
Q4-018,第4章,D,AI搭載医療機器の欠陥により患者に被害が生じた場合、製造物責任法（PL法）の適用に関する説明として、最も適切なものはどれか。,4,0,2,4,3,13,注意,「適用されない」断定誘導が3つ、Dだけ穏当,AIの判断ミスは製造物の欠陥に該当しないため、PL法は適用されない,PL法は医療機器には適用されない,ソフトウェアは製造物に該当しないため、PL法は適用されない,AI搭載医療機器の欠陥による被害には、PL法が適用される可能性がある,34,26
Q4-019,第4章,B,HAIPガイドラインにおいて、AI開発のライフサイクル全体を通じて重要とされる原則として、適切でないものはどれか。,5,0,1,5,4,15,要改善,「コスト最小化」は倫理原則と無関係で明らか,安全性の確保,開発コストの最小化,透明性の確保,公平性の確保,9,6
Q4-020,第4章,A,EU AI法（AI Act）における医療AIの位置づけとして、最も適切なものはどれか。,4,0,0,4,3,11,注意,医療=高リスク推測可能、他は「適用なし」「低リスク」断定,医療AIは高リスクAIに分類される可能性が高く、厳格な要件が課される,EU AI法は医療分野には適用されない,医療AIは低リスクに分類され、特別な規制は適用されない,医療AIはEU域外で開発されたものには適用されない,34,24
Q4-021,第4章,D,医師法第17条で規定されている「医業」について、正しい説明はどれか。,4,1,0,4,3,12,注意,「医師法」=「医師のみ」のキーワード対応,医業とは病院での業務全般をいう,医業とは健康に関するアドバイス全般をいう,医業とは製薬会社での業務をいう,医業とは医師のみが行うことを許される業務をいう,23,17
Q4-022,第4章,B,以下のソフトウェアのうち、SaMD（医療機器プログラム）に該当する可能性が最も高いものはどれか。,5,0,0,5,4,14,注意,CT画像が医療機器、予約・シフト・会計は明白に該当しない,患者の予約管理を行うシステム,CT画像から肺がんの疑いがある部位を検出し、医師に提示するソフトウェア,医療従事者のシフト管理を行うソフトウェア,病院の会計処理を行うシステム,35,16
Q4-023,第4章,C,AI事業者ガイドラインにおいて、AI開発者が果たすべき責任として、最も重要度が高いものはどれか。,5,0,0,5,4,14,注意,安全性が本質、シェア・速度・期間は商業的,開発したAIの市場シェアを最大化すること,競合他社より先に製品をリリースすること,AIの安全性・信頼性を確保し、適切な情報提供を行うこと,開発期間を最短にすること,27,17
Q4-024,第4章,D,AI医療機器の承認審査において、「学習データの品質」が重視される理由として、最も適切なものはどれか。,5,0,1,4,3,13,注意,偏り・品質→精度は推測可能、他は副次的,学習データの著作権を確認するため,学習データのコストを把握するため,学習データの量が多いほど承認が早く得られるため,学習データの偏りや品質がAIの判断精度や公平性に直接影響するため,32,18
Q4-025,第4章,B,医療分野におけるAIの国際的な規制動向に関する説明として、正しいものはどれか。,5,3,0,4,3,15,要改善,国際動向、「日本独自」「撤廃」「規格なし」断定誘導,AI医療機器の規制は日本独自のものであり、国際的な動向はない,WHO、FDA、EUなど国際機関や各国規制当局でAI医療機器に関する議論が進んでいる,各国でAI医療機器の規制を撤廃する動きが主流である,AI医療機器に関する国際規格は存在しない,42,25
Q4-026,第4章,C,HAIPガイドラインに基づき、医療AIの開発段階で実施すべき取り組みとして、最も適切なものはどれか。,4,3,1,4,3,15,要改善,「一度だけ」「導入後初めて」「自己申告」断定誘導,開発完了後に一度だけ性能検証を行う,検証は医療現場に導入後に初めて行う,開発の各段階で適切な検証を行い、文書化して記録を残す,検証は開発者の自己申告のみで十分である,26,18
Q4-027,第4章,D,「学習型」AI医療機器の規制における特有の課題として、最も適切なものはどれか。,5,0,1,4,3,13,注意,性能変化が課題、「対象外」「自由変更」断定誘導,承認時点と市販後で性能が変化しないため、従来の規制で十分対応できる,学習型AIは承認の対象外とすべきである,学習型AIは一度承認されれば、以後の変更は自由に行える,市販後も学習により性能が変化する可能性があるため、継続的な監視と適切な変更管理が必要,42,26
Q4-028,第4章,C,AI事業者ガイドラインで重視されている「公平性」の確保に関する説明として、最も適切なものはどれか。,5,5,0,4,3,17,要改善,公平性=差別防止は名称と整合,AIの利用機会を全国民に強制すること,全てのAI開発者に同額の開発費用を配分すること,AIが特定の属性（性別、年齢、人種等）によって不当に差別的な判断をしないようにすること,AIの利用料金を全ての利用者で均一にすること,43,21
Q4-029,第4章,A,PMDAが実施するAI医療機器の審査において評価される項目として、適切でないものはどれか。,4,0,0,5,4,13,注意,株価は審査と無関係で明らか,開発企業の株価,リスクマネジメントの適切性,AIの性能（感度・特異度等）の妥当性,学習データの品質と代表性,7,14
Q4-030,第4章,B,2019年の薬機法改正で導入された「先駆け審査指定制度」の対象として、AI医療機器は含まれるか。,4,5,0,4,3,16,要改善,「海外のみ」「一切」「全部」断定誘導,海外製のAI医療機器のみが対象となる,画期的な医療機器として要件を満たせば対象となり得る,AI医療機器は一切対象にならない,AI医療機器は自動的に全て対象となる,25,17
Q4-031,第4章,D,AIを用いた遠隔診療支援に関する法的な考え方として、最も適切なものはどれか。,5,0,0,4,4,13,注意,医師が判断は医療常識、「関与なし」「免除」「禁止」誘導,AIが診断を行えば、医師の関与なく遠隔診療が可能である,AIを使用する場合、対面診療の要件が免除される,遠隔診療ではAIの使用が禁止されている,遠隔診療においてもAIは補助ツールであり、診断・治療の判断は医師が行う必要がある,40,23
Q4-032,第4章,A,EU AI法（AI Act）におけるAIシステムのリスク分類として、正しいものはどれか。,5,0,0,2,1,8,注意,EU AI法分類の純粋知識,禁止、高リスク、限定リスク、最小リスクの4段階分類,国内用、国際用の2分類,低リスク、高リスクの2段階分類,医療用、非医療用の2分類,25,13
Q4-033,第4章,A,AI医療機器の製造物責任に関して、開発者・製造者が責任を軽減できる可能性がある主張として、最も適切なものはどれか。,4,5,0,3,2,14,注意,PL法抗弁、「予測不能」「移転」「一切なし」断定誘導,製造物を引き渡した時点の科学・技術水準では欠陥を認識できなかったという「開発危険の抗弁」,AIの判断は予測不能であり、責任を負えないという主張,利用者が使用許諾に同意したため、全ての責任が利用者に移転するという主張,AIは自律的に判断するため、製造者には一切の責任がないという主張,44,31
Q4-034,第4章,D,医療AIの臨床評価を行う際に、「人を対象とする生命科学・医学系研究に関する倫理指針」の遵守が求められる場面はどれか。,4,3,0,2,1,10,注意,倫理指針適用範囲の知識問題,社内での技術的な性能ベンチマークテスト,AI医療機器の薬事承認申請のための治験,既存の匿名化データのみを用いた性能評価研究,新たに被験者を募集してAIの診断精度を検証する臨床研究,27,20
Q4-035,第4章,A,AI事業者ガイドラインにおける「説明責任（アカウンタビリティ）」の意味として、最も適切なものはどれか。,5,3,1,4,3,16,要改善,説明責任=説明できる状態、他は経歴・料金・技術で本質外,AIに関する意思決定や行動について、関係者に対して適切に説明できる状態を維持すること,AIの開発者の経歴を公開すること,AIの利用料金の内訳を開示すること,AIの技術的な仕組みを全て公開すること,42,17
Q4-036,第4章,C,医療機器プログラムとして承認を取得したAI診断支援ソフトウェアについて、製造販売業者が行うべき市販後対応として、適切でないものはどれか。,2,0,2,5,4,13,注意,「モニタリング終了」は明白に不適切,不具合報告を収集・分析し、必要に応じて改善措置を講じる,使用成績調査を実施し、実臨床での有効性・安全性を確認する,承認取得後は性能モニタリングを終了し、新製品開発に注力する,添付文書の内容を最新の知見に基づいて見直す,29,25
Q4-037,第4章,C,HAIPガイドラインにおいて、医療AIの「臨床的妥当性」を評価する際に最も重視すべき観点はどれか。,5,0,1,5,4,15,要改善,臨床的=医療現場の意義、他はコスト・UI・速度で副次的,AIの開発コストが低いこと,AIのユーザーインターフェースが使いやすいこと,AIの判断が実際の臨床現場で医療の質向上に寄与すること,AIの処理速度が十分に高速であること,27,18
Q4-038,第4章,C,AI・機械学習を活用した医療機器の品質マネジメントに関連する国際規格として、IEC 62304が定めているものはどれか。,5,0,0,1,0,6,良問,IEC 62304の純粋規格知識,医療機器の生物学的安全性評価,医療機器の電気安全基準,医療機器ソフトウェアのライフサイクルプロセス,医療機器の滅菌プロセス,22,12
Q4-039,第4章,D,医療機関がAI診断支援システムを広告する際の規制に関する説明として、最も適切なものはどれか。,0,0,0,4,3,7,良問,「対象外」「未承認OK」「自由」断定誘導,AI関連の広告は医療広告規制の対象外である,未承認のAI機器であっても、効果をうたう広告が認められる,AI技術を使用していることは、どのような表現でも自由に広告できる,医療広告ガイドラインに従い、虚偽・誇大な表現を避ける必要がある,31,27
Q4-040,第4章,D,AI搭載SaMDの承認審査において、「性能の一般化可能性」が評価される理由として、最も適切なものはどれか。,5,0,1,4,3,13,注意,一般化=異なる条件で性能維持、名称から推測可能,様々なハードウェアで動作するか確認するため,開発者の技術力を評価するため,複数の言語に対応しているか確認するため,開発に使用したデータと異なる条件でも同等の性能が発揮されるか確認するため,36,18
Q4-041,第4章,B,AIによる画像診断支援において、医師の役割として最も適切なものはどれか。,4,3,0,4,4,15,要改善,医学的見地で最終判断は医療常識,AIの判断が正しいことを保証する書類を発行する,AIの出力を参考にしつつ、医学的見地から最終判断を行う,AIが誤りの可能性を示した場合のみ確認する,AIの出力結果をそのまま患者に伝える,27,21
Q4-042,第4章,D,AI事業者ガイドラインに基づき、医療機関（AI利用者）が生成AIを業務に導入する際に検討すべき事項として、適切でないものはどれか。,1,0,0,5,4,10,注意,株式購入は明白に無関係,生成AIの利用に関する職員への教育・研修の実施,生成AIの出力内容の正確性を検証する体制の整備,患者情報を入力する際のリスクと対策の検討,生成AIの開発元企業の株式を購入すること,20,22
Q4-043,第4章,D,PMDAが提供する「RS（Regulatory Science）戦略相談」をAI医療機器の開発企業が活用するメリットとして、最も適切なものはどれか。,5,0,0,4,3,12,注意,効率的開発・申請、「補助」「自動承認」「競合内容」断定誘導,相談費用が全額補助される,相談により承認が自動的に得られる,競合他社の申請内容を知ることができる,開発段階で審査の考え方を確認でき、効率的な開発・申請が可能になる,32,15
Q4-044,第4章,B,製造物責任法（PL法）における「欠陥」の定義として、正しいものはどれか。,5,3,0,3,2,13,注意,PL法欠陥=通常の安全性欠如、他は範囲外,製造物に含まれるすべての不具合,製造物が通常有すべき安全性を欠いていること,製造物のデザインが悪いこと,製造物の価格が高すぎること,21,14
Q4-045,第4章,A,HAIPガイドラインに基づく医療AI開発において、「外部検証データセット」を使用する目的として、最も適切なものはどれか。,5,0,0,4,3,12,注意,外部検証=独立データで客観評価、名称から推測可能,学習データとは独立したデータでAIの性能を客観的に評価するため,AIの学習速度を向上させるため,開発コストを削減するため,競合製品との性能比較を行うため,31,14
Q4-046,第4章,A,AI医療機器の「継続的学習（Continuous Learning）」モデルに対する規制上の課題として、最も重要なものはどれか。,5,3,0,4,3,15,要改善,性能変化が課題、「一切認められない」断定誘導,承認時点からAIの性能が変化する可能性があり、変更管理の仕組みが複雑になること,AIの学習に多大なコンピューティングリソースが必要なこと,AIの学習データを永久に保存する義務があること,継続的学習モデルは日本では一切認められていないこと,39,25
Q4-047,第4章,B,AI事業者ガイドラインで示されている「AI提供者」の役割として、最も適切なものはどれか。,5,0,1,4,3,13,注意,AI提供者=開発者から調達+利用者へ、名称と整合,AIの学習データを収集する専門機関,AI開発者からAIシステムを調達し、AI利用者に提供する事業者,AIの規制を監督する政府機関,AIを日常生活で使用する一般消費者,31,16
Q4-048,第4章,B,医療機器プログラムの製造販売に必要な許可として、正しいものはどれか。,5,3,0,3,2,13,注意,製造販売許可、知識依存,特別な許可は不要,医療機器製造販売業許可と、プログラムの内容に応じた製造業登録,医薬品製造販売業許可,医療機器製造販売業許可のみ,30,10
Q4-049,第4章,A,医療機器のリスクマネジメントに関する国際規格ISO 14971がAI医療機器に求めることとして、最も適切なものはどれか。,5,3,0,4,3,15,要改善,ISO 14971=リスク管理は名称と整合、「完全排除」「一度だけ」断定誘導,リスクの特定、評価、コントロールのプロセスを通じて、リスクを許容可能なレベルに管理すること,リスクに関する情報を競合他社に共有すること,AIの全てのリスクを完全に排除すること,リスクマネジメントは開発完了後に一度だけ実施すること,45,22
Q4-050,第4章,D,AI医療機器の臨床試験（治験）と臨床研究の違いとして、最も適切なものはどれか。,5,5,0,3,2,15,要改善,治験/臨床研究の規制違い、知識依存,治験と臨床研究に法的な違いはない,治験はAI医療機器では実施できない,治験は医師のみが実施でき、臨床研究は誰でも実施できる,治験はGCP省令、臨床研究は臨床研究法に基づき実施されるという規制枠組みの違いがある,42,20
Q4-051,第4章,B,HAIPガイドラインが対象とする「保健医療分野のAI」の範囲として、最も適切なものはどれか。,5,5,0,4,3,17,要改善,幅広い対象、「のみ」断定誘導が3つ,医療機器として承認されたAIのみ,診断・治療支援から健康管理、創薬支援まで幅広い医療・ヘルスケア分野のAI,外国で開発されたAIのみ,病院の事務処理を行うAIのみ,36,14
Q4-052,第4章,D,医療機関がホームページでAI診断システムについて記載する場合、医療広告ガイドラインに照らして問題となる可能性がある表現はどれか。,1,0,0,5,4,10,注意,「見落としゼロ」は明白に誇大,AIシステムは医師の診断を補助する目的で使用しています,導入しているAI診断システムは〇〇社製です,当院ではAIを活用した画像診断支援システムを導入しています,AI診断により見落としゼロを実現しました,20,26
Q4-053,第4章,D,AI医療機器の承認審査においてPMDAが重視する「臨床的意義」の評価として、最も適切なものはどれか。,5,3,0,5,4,17,要改善,臨床的意義=患者メリット、他は収益・期間・新規性で本質外,AI開発企業の収益性を評価する,AIの開発に要した期間を評価する,AIの技術的な新規性のみを評価する,AIの導入により患者や医療現場にどのようなメリットがもたらされるかを評価する,38,16
Q4-054,第4章,C,EU AI法で「高リスクAI」に分類された医療AIが満たすべき要件として、適切でないものはどれか。,5,0,0,4,3,12,注意,「完全禁止」断定誘導,リスク管理システムの構築,透明性と利用者への情報提供,EU域外へのデータ持ち出しの完全禁止,データガバナンスの確保,18,12
Q4-055,第4章,D,薬機法に基づく医療機器の製造販売後安全管理（GVP）の目的として、最も適切なものはどれか。,5,0,0,5,4,14,注意,GVP=市販後安全性、他は開発・価格・売上で無関係,新規医療機器の開発を促進すること,医療機器の価格を適正化すること,製造販売した医療機器の売上を向上させること,製造販売した医療機器の安全性を市販後も継続的に確保すること,29,17
